,Date,Latitude,Longitude,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
0,2004-12-07,33,-88,1182987,5430439,ALABAMA,1,Thunderstorm Wind,C,63,GREENE,BMX,CST,0,0,0,0,1K,,LAW ENFORCEMENT,52.0,EG,,,,,,,,,,,A few trees were blown down along US 11 near Eutaw.,PDS
1,2004-12-07,37,-86,1182786,5430509,TENNESSEE,47,Thunderstorm Wind,C,111,MACON,OHX,CST,0,0,0,0,,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,Report of 2 trees were blown down on a rural county road near Lafayette.,PDS
2,2004-12-10,37,-86,1182787,5430629,TENNESSEE,47,Hail,C,111,MACON,OHX,CST,0,0,0,0,,,LAW ENFORCEMENT,1.75,,,,,,,,,,,,Hailing so hard afraid it was damaging tractor.,PDS
3,2004-12-07,36,-86,1182786,5430618,TENNESSEE,47,Thunderstorm Wind,C,141,PUTNAM,OHX,CST,0,0,0,0,,,DEPT OF HIGHWAYS,50.0,EG,,,,,,,,,,,TDOT reported a few trees were blown down. One was at Rocky Point Road and the other was at Cumby Rd.,PDS
4,2004-12-07,36,-86,1182786,5430619,TENNESSEE,47,Thunderstorm Wind,C,41,DEKALB,OHX,CST,0,0,0,0,,,DEPT OF HIGHWAYS,50.0,EG,,,,,,,,,,,A tree was down on Evans Mill Rd.,PDS
5,2004-12-07,36,-86,1182786,5430620,TENNESSEE,47,Thunderstorm Wind,C,87,JACKSON,OHX,CST,0,0,0,0,,,DEPT OF HIGHWAYS,50.0,EG,,,,,,,,,,,TDOT reported a tree was blown down.,PDS
6,2004-12-07,36,-86,1182786,5430621,TENNESSEE,47,Thunderstorm Wind,C,149,RUTHERFORD,OHX,CST,0,0,0,0,,,DEPT OF HIGHWAYS,50.0,EG,,,,,,,,,,,"TDOT reported a tree was down across a road, but it has since been removed.",PDS
7,2004-12-07,36,-86,1182786,5430622,TENNESSEE,47,Thunderstorm Wind,C,159,SMITH,OHX,CST,0,0,0,0,,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,Sheriff's office reported a tree was blown down.,PDS
8,2004-12-07,36,-86,1182786,5430623,TENNESSEE,47,Thunderstorm Wind,C,189,WILSON,OHX,CST,0,0,0,0,,,DEPT OF HIGHWAYS,50.0,EG,,,,,,,,,,,TDOT reported a tree was down on Callas Rd.,PDS
9,2004-12-10,36,-87,1182787,5430625,TENNESSEE,47,Hail,C,37,DAVIDSON,OHX,CST,0,0,0,0,,,LAW ENFORCEMENT,1.75,,,,,,,,,,,,,PDS
10,2004-12-10,36,-87,1182787,5430626,TENNESSEE,47,Hail,C,189,WILSON,OHX,CST,0,0,0,0,,,POST OFFICE,1.75,,,,,,,,,,,,Golf ball size hail reported at the Sonic in Mt. Juliet.,PDS
11,2004-12-10,36,-86,1182787,5430627,TENNESSEE,47,Hail,C,3,BEDFORD,OHX,CST,0,0,0,0,,,EMERGENCY MANAGER,0.88,,,,,,,,,,,,,PDS
12,2004-12-10,36,-87,1182787,5430628,TENNESSEE,47,Hail,C,149,RUTHERFORD,OHX,CST,0,0,0,0,,,TRAINED SPOTTER,1.0,,,,,,,,,,,,,PDS
13,2004-12-10,35,-86,1182787,5430634,TENNESSEE,47,Hail,C,3,BEDFORD,OHX,CST,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,PDS
14,2004-12-10,32,-84,1182906,5430853,GEORGIA,13,Thunderstorm Wind,C,287,TURNER,TAE,EST,1,0,0,0,20K,,EMERGENCY MANAGER,65.0,EG,,,,,,,,,,,One person was injured when their single-wide trailer overturned.  Reported by the Turner County EMA.,PDS
15,2004-12-10,31,-84,1182906,5430854,GEORGIA,13,Thunderstorm Wind,C,71,COLQUITT,TAE,EST,0,0,0,0,50K,,LAW ENFORCEMENT,65.0,EG,,,,,,,,,,,"Numerous trees and power lines were down from Center Hill to Moultrie, along State Highways 111 and 37.  Several trees fell onto mobile homes.  A lodge in Moultrie lost part of its roof.  Reported by the Colquitt County Sheriff.",PDS
16,2004-12-10,31,-84,1182906,5430855,GEORGIA,13,Thunderstorm Wind,C,71,COLQUITT,TAE,EST,0,0,0,0,20K,,LAW ENFORCEMENT,65.0,EG,,,,,,,,,,,Numerous trees were down.  Several tin roofs were damaged.  Reported by the Colquitt County Sheriff.,PDS
17,2004-12-10,31,-83,1182906,5430856,GEORGIA,13,Thunderstorm Wind,C,75,COOK,TAE,EST,0,0,0,0,1K,,LAW ENFORCEMENT,65.0,EG,,,,,,,,,,,Numerous trees were down.  Reported by the Cook County Sheriff.,PDS
18,2004-12-10,30,-84,1182907,5430857,FLORIDA,12,Thunderstorm Wind,C,129,WAKULLA,TAE,EST,0,0,0,0,2K,,LAW ENFORCEMENT,60.0,EG,,,,,,,,,,,A few trees and power lines were down.  Reported by the Wakulla County Sheriff.,PDS
19,2004-12-09,32,-89,1182727,5430610,MISSISSIPPI,28,Tornado,C,69,KEMPER,JAN,CST,0,0,0,0,5K,,NWS STORM SURVEY,,,,,F0,0.2,50.0,,,,,,This weak tornado downed several trees when it briefly touched down southwest of DeKalb.,PDS
20,2004-12-10,36,-79,1182865,5430759,NORTH CAROLINA,37,Hail,C,145,PERSON,RAH,EST,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),0.75,,,,,,,,,,,,,PDS
21,2004-12-10,36,-86,1182787,5430630,TENNESSEE,47,Hail,C,3,BEDFORD,OHX,CST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,Coop Observer reported dime size hail covering the ground.,PDS
22,2004-12-10,36,-86,1182787,5430631,TENNESSEE,47,Hail,C,189,WILSON,OHX,CST,0,0,0,0,,,GOVT OFFICIAL,0.88,,,,,,,,,,,,,PDS
23,2004-12-10,35,-86,1182787,5430632,TENNESSEE,47,Hail,C,31,COFFEE,OHX,CST,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,"Spotter reported hail depth of one inch on the ground. Cars were slipping on highways, including I-24.",PDS
24,2004-12-10,36,-86,1182787,5430633,TENNESSEE,47,Hail,C,141,PUTNAM,OHX,CST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,,PDS
25,2004-12-10,36,-84,1182751,5430233,TENNESSEE,47,Hail,C,9,BLOUNT,MRX,EST,0,0,0,0,,,DEPT OF HIGHWAYS,0.75,,,,,,,,,,,,Penny size hail,PDS
26,2004-12-10,32,-84,1182906,5430851,GEORGIA,13,Thunderstorm Wind,C,321,WORTH,TAE,EST,0,0,0,0,150K,,LAW ENFORCEMENT,65.0,EG,,,,,,,,,,,"Several homes suffered major damage.  Numerous road signs, trees and utility poles were blown down.  Reported by Worth County 911.",PDS
27,2004-12-10,32,-84,1182906,5430852,GEORGIA,13,Thunderstorm Wind,C,177,LEE,TAE,EST,0,0,0,0,10K,,LAW ENFORCEMENT,65.0,EG,,,,,,,,,,,A home suffered roof damage.  Reported by the Lee County Sheriff.,PDS
28,2004-12-07,36,-86,1182786,5430504,TENNESSEE,47,Thunderstorm Wind,C,149,RUTHERFORD,OHX,CST,0,0,0,0,2K,,TRAINED SPOTTER,55.0,EG,,,,,,,,,,,Report of shingles and some siding ripped away from home.,PDS
29,2004-08-30,31,-89,1187080,5432605,MISSISSIPPI,28,Hail,C,47,HARRISON,LIX,CST,0,0,0,0,,,BROADCAST MEDIA,1.0,,,,,,,,,,,,Quarter size hail was observed.,PDS
30,2004-08-30,31,-89,1187081,5432606,MISSISSIPPI,28,Thunderstorm Wind,C,47,HARRISON,LIX,CST,0,0,0,0,2K,,BROADCAST MEDIA,50.0,EG,,,,,,,,,,,Thunderstorm winds knocked down trees and a gazebo and damaged sheds.,PDS
31,2004-12-06,32,-97,1183032,5432607,TEXAS,48,Thunderstorm Wind,C,139,ELLIS,FWD,CST,0,0,0,0,,,LAW ENFORCEMENT,52.0,ES,,,,,,,,,,,Several trees were blown down.,PDS
32,2004-12-06,32,-98,1183032,5432608,TEXAS,48,Thunderstorm Wind,C,221,HOOD,FWD,CST,0,0,0,0,,,LAW ENFORCEMENT,52.0,ES,,,,,,,,,,,A tree was blown down by high winds.,PDS
33,2004-12-10,34,-84,1183207,5432638,GEORGIA,13,Hail,C,115,FLOYD,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,0.88,,,,,,,,,,,,The public reported penny to nickel-sized hail in Rome and nickel-sized hail in Shannon.  The Floyd County 911 Center reported penny-sized hail in Armuchee.,PDS
34,2004-12-07,33,-87,1182988,5430440,ALABAMA,1,Thunderstorm Wind,C,125,TUSCALOOSA,BMX,CST,0,0,0,0,1K,,EMERGENCY MANAGER,52.0,EG,,,,,,,,,,,Trees were blown down just north of Duncanville.,PDS
35,2004-12-07,34,-86,1182989,5430441,ALABAMA,1,Thunderstorm Wind,C,115,ST. CLAIR,BMX,CST,0,0,0,0,3K,,LAW ENFORCEMENT,52.0,EG,,,,,,,,,,,A few trees were blown down from Moody to Pell City.,PDS
36,2004-12-07,33,-88,1182990,5430442,ALABAMA,1,Thunderstorm Wind,C,125,TUSCALOOSA,BMX,CST,0,0,0,0,2K,,EMERGENCY MANAGER,52.0,EG,,,,,,,,,,,A few trees were blown down in the Romulus community.,PDS
37,2004-12-07,33,-88,1182991,5430443,ALABAMA,1,Thunderstorm Wind,C,125,TUSCALOOSA,BMX,CST,0,0,0,0,2K,,EMERGENCY MANAGER,52.0,EG,,,,,,,,,,,A few trees were blown down near Northport.,PDS
38,2004-12-06,33,-98,1183032,5432539,TEXAS,48,Thunderstorm Wind,C,221,HOOD,FWD,CST,0,0,0,0,,,AMATEUR RADIO,52.0,ES,,,,,,,,,,,A tree was blown down by high winds.,PDS
39,2004-12-09,32,-89,1182727,5430611,MISSISSIPPI,28,Thunderstorm Wind,C,69,KEMPER,JAN,CST,1,0,0,0,70K,,NWS STORM SURVEY,80.0,EG,,,,,,,,,,,One mobile home was rolled over and destroyed along with a roof blown off an apartment complex. Numerous trees and power lines were blown down with a few large trees falling onto houses. A total of eight homes sustained damage.,PDS
40,2004-12-09,33,-89,1182727,5430612,MISSISSIPPI,28,Flash Flood,C,103,NOXUBEE,JAN,CST,0,0,0,0,2K,,LAW ENFORCEMENT,,,,,,,,,,,,,Numerous streets and roads were flooded in and around town.,PDS
41,2004-01-26,31,-87,1165318,5380805,ALABAMA,1,Thunderstorm Wind,C,53,ESCAMBIA,MOB,CST,0,0,0,0,8K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,Trees were blown down by high winds from a thunderstorm near Appleton.,PDS
42,2004-01-26,31,-87,1165321,5380808,ALABAMA,1,Thunderstorm Wind,C,53,ESCAMBIA,MOB,CST,0,0,0,0,5K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,High winds from a thunderstorm blew down several power lines in Brewton.,PDS
43,2004-10-05,31,-106,1186025,5432275,TEXAS,48,Hail,C,229,HUDSPETH,EPZ,MST,0,0,0,0,2K,5K,TRAINED SPOTTER,1.75,,,,,,,,,,,,Golfball size hail broke several windows and damaged crops in the area.,PDS
44,2004-12-10,34,-85,1183207,5430917,GEORGIA,13,Thunderstorm Wind,C,255,SPALDING,FFC,EST,0,0,0,0,7K,,GENERAL PUBLIC,50.0,EG,,,,,,,,,,,"The public reported that strong winds separated a portion of a roof on a home from a wall.  The Spalding County Emergency Management Director and the Spalding County 911 Center reported that a few trees and a couple of power lines were down between Sunny Side, Pomona, Griffin, and the east side of Griffin.",PDS
45,2004-12-10,34,-85,1183207,5430918,GEORGIA,13,Thunderstorm Wind,C,217,NEWTON,FFC,EST,0,0,0,0,.5K,,GOVT OFFICIAL,50.0,EG,,,,,,,,,,,The Newton County 911 Center reported that a couple of trees were blown down.,PDS
46,2004-12-10,33,-85,1183207,5430919,GEORGIA,13,Hail,C,233,POLK,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,1.0,,,,,,,,,,,,The public reported nickel to quarter-sized hail.  Several small limbs were blown down in the area as well.  Wind gusts were estimated at 40 to 45 mph.,PDS
47,2004-12-10,34,-84,1183207,5430925,GEORGIA,13,Hail,C,303,WASHINGTON,FFC,EST,0,0,0,0,,,GOVT OFFICIAL,1.0,,,,,,,,,,,,The Washington County 911 Center reported quarter-sized hail.,PDS
48,2004-12-10,33,-85,1183207,5430926,GEORGIA,13,Hail,C,129,GORDON,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,0.88,,,,,,,,,,,,The public reported nickel-sized hail.,PDS
49,2004-12-10,33,-85,1183207,5430927,GEORGIA,13,Thunderstorm Wind,C,113,FAYETTE,FFC,EST,0,0,0,0,1K,,AMATEUR RADIO,50.0,EG,,,,,,,,,,,Amateur radio operators reported that several trees were blown down along Georgia Highway 74 in Tyrone and one tree was blown down in Fayetteville.,PDS
50,2004-12-10,33,-84,1183207,5430928,GEORGIA,13,Hail,C,57,CHEROKEE,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,The public reported penny-sized hail.,PDS
51,2004-12-10,33,-84,1183207,5430929,GEORGIA,13,Hail,C,97,DOUGLAS,FFC,EST,0,0,0,0,,,EMERGENCY MANAGER,0.75,,,,,,,,,,,,The Douglas County Emergency Management Director reported penny-sized hail.,PDS
52,2004-10-09,29,-90,1187101,5431112,LOUISIANA,22,Tornado,C,57,LAFOURCHE,LIX,CST,0,0,0,0,5K,,EMERGENCY MANAGER,,,,,F0,0.1,20.0,,,,,"Tropical Storm Matthew developed from a tropical depression in the southwest Gulf of Mexico on October 8 and initially moved to the east northeast across the western and central Gulf of Mexico before gradually turning to the northeast and north. Matthew made landfall as minimal tropical storm along the south central Louisiana coast near Cocodrie on October 10 and weakened to a tropical depression shortly after moving inland. Matthew continued north and moved across southeast Louisiana and southwest Mississippi as a tropical depression on the 10th before dissipating over extreme southeast Arkansas on October 11.Tropical storm force winds associated with Matthew were mainly confined to the coastal areas of Terrebonne, Lafourche, Jefferson, and Plaquemines Parishes and around Lake Pontchartrain in the form of gusts. The highest sustained wind recorded in southeast Louisiana was at the NOAA automated weather station at the Southwest Pass of the Mississippi River with sustained winds of 42 knots (48 mph) with gusts to 48 knots (55 mph). The weather instruments at this location are located approximately 100 ft above sea level. The lowest pressure recorded was 999.7 mb at Tambour Bay on October 10th 0400 CST.Most of the damage associated from Matthew was the result of a combination of heavy rain and coastal flooding. Rainfall amounts generally ranged from 5 to 10 inches with a few locations in Terrebonne, Lafourche and St. John the Baptist Parishes reporting amounts up to 13 to 16 inches. The storm surge was 2 to 4 feet above normal, but locally higher in some locations. The highest storm surge recorded was at Frenier on Lake Pontchartrain with a reading of 5.85 ft NGVD.  The greatest damage occurred in Terrebonne Parish where at estimated 20 homes sustained damage from heavy rain and storm surge in an area from Chauvin to Dulac, Montegut, and Pointe Aux Chene. In Lafourche several homes were flooded outside the flood gates from storm surge while within the flood gates several homes in Golden Meadow, Galliano, and Cutoff were flooded due to heavy rain. Law enforcement reported a brief tornado touchdown near Golden Meadow at 0349 CST on October 10th that tore half of the roof off of a trailer. Coastal flooding was observed around the shores of Lake Pontchartrain and Lake Maurepas and in most coastal areas outside of hurricane protection levees. Many roads were closed due to storm tide flooding in Lower Terrebonne, Lafourche, St. Bernard, and extreme eastern Orleans Parishes.  Several roads in Slidell and Mandeville in St. Tammany Parish and around Laplace in St. John the Baptist Parish were also flooded.Based on observed damage, damages described by media and emergency management, and using a comparison of similar tropical storm events, total storm damage was estimated around 255 thousand dollars with approximately $50 thousand in damage from wind, $100 thousand in damage from storm surge, $100 thousand in damage from flooding as a result of heavy rain, and $5 thousand in damage from a brief tornado touchdown.",,PDS
53,2004-12-06,33,-92,1182724,5430913,ARKANSAS,5,Thunderstorm Wind,C,3,ASHLEY,JAN,CST,0,0,0,0,,,EMERGENCY MANAGER,50.0,EG,,,,,,,,,,,Two trees were blown down.,PDS
54,2004-12-06,33,-91,1182724,5430914,ARKANSAS,5,Thunderstorm Wind,C,17,CHICOT,JAN,CST,0,0,0,0,3K,,EMERGENCY MANAGER,57.0,EG,,,,,,,,,,,Several trees were blown down.,PDS
55,2004-12-07,31,-92,1182725,5430915,LOUISIANA,22,Thunderstorm Wind,C,67,MOREHOUSE,JAN,CST,0,0,0,0,,,UTILITY COMPANY,50.0,EG,,,,,,,,,,,Numerous large limbs were blown down. A few blocked some secondary roads.,PDS
56,2004-12-07,32,-91,1182725,5430916,LOUISIANA,22,Thunderstorm Wind,C,83,RICHLAND,JAN,CST,0,0,0,0,1K,,EMERGENCY MANAGER,55.0,EG,,,,,,,,,,,Several trees were blown down.,PDS
57,2004-11-27,30,-91,1187136,5431516,LOUISIANA,22,Tornado,C,109,TERREBONNE,LIX,CST,0,0,0,0,50K,,EMERGENCY MANAGER,,,,,F1,0.5,30.0,,,,,,"A tornado touched down near Bayou Black destroying one trailer, and causing damage to two cars and three boats.",PDS
58,2004-11-27,30,-91,1187136,5431517,LOUISIANA,22,Thunderstorm Wind,C,57,LAFOURCHE,LIX,CST,0,0,0,0,10K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,A few roofs suffered minor damage and several power lines were downed by thunderstorm wind gusts.,PDS
59,2004-11-24,31,-90,1187137,5431518,LOUISIANA,22,Thunderstorm Wind,C,117,WASHINGTON,LIX,CST,0,0,0,0,10K,,NEWSPAPER,50.0,EG,,,,,,,,,,,Thunderstorm wind gusts blew down large tree limbs and power lines in northwest Washington Parish.,PDS
60,2004-12-22,29,-90,1187147,5431932,LOUISIANA,22,Thunderstorm Wind,C,75,PLAQUEMINES,LIX,CST,0,0,0,0,15K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,,"Thunderstorm winds destroyed a mobile home, damaged the roof of a house, tore off sections of building's roof, and blew a boat shed and tree onto Highway 23.",PDS
61,2004-12-06,34,-87,1183171,5432104,ALABAMA,1,Flash Flood,C,79,LAWRENCE,HUN,CST,0,0,0,0,,,EMERGENCY MANAGER,,,,,,,,,,,,,"Flash flooding initially occurred in Moulton. Numerous roads became flooded by late afternoon (1700) , with several inches of water continuing to remain over most county roads through early on 7 December.",PDS
62,2004-11-23,33,-95,1187043,5432367,TEXAS,48,Hail,C,423,SMITH,SHV,CST,0,0,0,0,,,STORM CHASER,1.0,,,,,,,,,,,,,PDS
63,2004-11-23,33,-95,1187044,5432368,TEXAS,48,Hail,C,423,SMITH,SHV,CST,0,0,0,0,,,GENERAL PUBLIC,1.25,,,,,,,,,,,,,PDS
64,2004-11-23,32,-95,1187045,5432369,TEXAS,48,Hail,C,423,SMITH,SHV,CST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,,PDS
65,2004-11-23,33,-95,1187046,5432370,TEXAS,48,Hail,C,499,WOOD,SHV,CST,0,0,0,0,,,LAW ENFORCEMENT,1.75,,,,,,,,,,,,,PDS
66,2004-11-23,32,-95,1187047,5432371,TEXAS,48,Hail,C,423,SMITH,SHV,CST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,,PDS
67,2004-11-23,32,-95,1187048,5432372,TEXAS,48,Hail,C,423,SMITH,SHV,CST,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,PDS
68,2004-11-23,33,-92,1187053,5432377,LOUISIANA,22,Thunderstorm Wind,C,111,UNION,SHV,CST,0,0,0,0,10K,,LAW ENFORCEMENT,58.0,EG,,,,,,,,,,,ROOF OF A MOBILE HOME PARTIALLY BLOWN OFF. CAR PORT BLOWN AWAY.,PDS
69,2004-11-23,32,-94,1187056,5432380,TEXAS,48,Thunderstorm Wind,C,405,SAN AUGUSTINE,SHV,CST,0,0,0,0,,,LAW ENFORCEMENT,56.0,EG,,,,,,,,,,,TREES DOWNED.,PDS
70,2004-11-23,31,-93,1187058,5432382,LOUISIANA,22,Thunderstorm Wind,C,85,SABINE,SHV,CST,0,0,0,0,,,LAW ENFORCEMENT,58.0,EG,,,,,,,,,,,TREES DOWNED.,PDS
71,2004-12-06,32,-97,1183032,5432543,TEXAS,48,Hail,C,139,ELLIS,FWD,CST,0,0,0,0,,,TRAINED SPOTTER,0.88,,,,,,,,,,,,Occurred in Forreston.,PDS
72,2004-12-09,32,-90,1182727,5430606,MISSISSIPPI,28,Flash Flood,C,101,NEWTON,JAN,CST,0,0,0,0,5K,,EMERGENCY MANAGER,,,,,,,,,,,,,Heavy rains caused several roads to flood just north of Little Rock.,PDS
73,2004-12-09,32,-90,1182727,5430607,MISSISSIPPI,28,Thunderstorm Wind,C,75,LAUDERDALE,JAN,CST,0,0,0,0,8K,,EMERGENCY MANAGER,55.0,EG,,,,,,,,,,,Several trees were blown down along Highway 19.,PDS
74,2004-12-09,32,-90,1182727,5430608,MISSISSIPPI,28,Thunderstorm Wind,C,75,LAUDERDALE,JAN,CST,0,0,0,0,8K,,EMERGENCY MANAGER,55.0,EG,,,,,,,,,,,Several trees were blown down along Interstate 20 near exit 129.,PDS
75,2004-12-09,32,-90,1182727,5430609,MISSISSIPPI,28,Tornado,C,69,KEMPER,JAN,CST,0,0,0,0,5K,,NWS STORM SURVEY,,,,,F0,0.2,50.0,,,,,,This weak tornado downed several trees when it briefly touched down southwest of DeKalb.,PDS
76,2004-02-02,34,-82,1165353,5381311,SOUTH CAROLINA,45,Hail,C,63,LEXINGTON,CAE,EST,0,0,0,0,0,0,BROADCAST MEDIA,0.75,,,,,,,,,,,,WACH TV spotter reported 3/4 inch hail in Leesville.,PDS
77,2004-11-23,32,-93,1187059,5432383,LOUISIANA,22,Hail,C,69,NATCHITOCHES,SHV,CST,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,,,PDS
78,2004-11-23,32,-93,1187060,5432384,LOUISIANA,22,Tornado,C,69,NATCHITOCHES,SHV,CST,0,0,0,0,30K,,NWS STORM SURVEY,,,,,F0,1.0,25.0,,,,,,A WEAK TORNADO CAUSED SOME ISOLATED MINIMAL DAMAGE TO STRUCTURES IN NATCHEZ.  DAMAGE WAS CONFINED TO MAINLY MINOR ROOF DAMAGE TO TWO HOMES WEST OF LA HWY 1 AND WOODEN FENCES AND TREES BLOWN DOWN EAST OF HWY 1.,PDS
79,2004-12-10,36,-84,1182752,5430234,TENNESSEE,47,Hail,C,9,BLOUNT,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,,Dime size hail.,PDS
80,2004-12-10,36,-84,1182753,5430235,TENNESSEE,47,Hail,C,105,LOUDON,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,PDS
81,2004-12-10,36,-84,1182754,5430236,TENNESSEE,47,Hail,C,105,LOUDON,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,PDS
82,2004-12-10,36,-85,1182755,5430237,TENNESSEE,47,Hail,C,143,RHEA,MRX,EST,0,0,0,0,,,EMERGENCY MANAGER,0.75,,,,,,,,,,,,,PDS
83,2004-12-10,36,-84,1182756,5430238,TENNESSEE,47,Hail,C,105,LOUDON,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,PDS
84,2004-12-10,36,-85,1182757,5430239,TENNESSEE,47,Hail,C,143,RHEA,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,,,PDS
85,2004-12-10,37,-83,1182758,5430240,TENNESSEE,47,Hail,C,73,HAWKINS,MRX,EST,0,0,0,0,,,AMATEUR RADIO,0.75,,,,,,,,,,,,,PDS
86,2004-12-10,36,-85,1182759,5430241,TENNESSEE,47,Hail,C,145,ROANE,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,,,PDS
87,2004-12-10,35,-85,1182760,5430242,TENNESSEE,47,Hail,C,65,HAMILTON,MRX,EST,0,0,0,0,,,AMATEUR RADIO,0.75,,,,,,,,,,,,One half to three quarter inch hail reported in North Chattanooga.,PDS
88,2004-12-10,36,-84,1182761,5430243,TENNESSEE,47,Hail,C,93,KNOX,MRX,EST,0,0,0,0,,,AMATEUR RADIO,0.88,,,,,,,,,,,,,PDS
89,2004-12-10,36,-85,1182762,5430244,TENNESSEE,47,Hail,C,7,BLEDSOE,MRX,CST,0,0,0,0,,,PARK/FOREST SERVICE,1.0,,,,,,,,,,,,One inch hail reported in Mount Crest.,PDS
90,2004-12-10,36,-84,1182763,5430245,TENNESSEE,47,Hail,C,155,SEVIER,MRX,EST,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,,Penny size hail reported at Wears Valley.,PDS
91,2004-12-07,31,-93,1183134,5431827,LOUISIANA,22,Thunderstorm Wind,C,3,ALLEN,LCH,CST,0,0,0,0,50K,,NEWSPAPER,50.0,EG,,,,,,,,,,"The roof of the Oberlin City Hall was blown off, and a downtown business had a window blown out.",,PDS
92,2004-12-06,31,-93,1183135,5431828,LOUISIANA,22,Thunderstorm Wind,C,115,VERNON,LCH,CST,0,0,0,0,2K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,Trees were blown down.,,PDS
93,2004-12-07,31,-92,1183136,5431829,LOUISIANA,22,Thunderstorm Wind,C,79,RAPIDES,LCH,CST,0,0,0,0,2K,,LAW ENFORCEMENT,50.0,EG,,,,,,,,,,Trees were blown down.,,PDS
94,2004-12-09,30,-92,1183143,5431836,LOUISIANA,22,Tornado,C,55,LAFAYETTE,LCH,CST,1,0,0,0,250K,,NWS STORM SURVEY,,,,,F1,7.0,50.0,,,,,At least half a dozen homes were damaged from Ridge to Scott from a fast moving tornado. One man was injured when his mobile home flipped over.,,PDS
95,2004-12-10,33,-85,1183207,5430920,GEORGIA,13,Hail,C,135,GWINNETT,FFC,EST,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,A Gwinnett County SkyWarn spotter reported penny-sized hail.,PDS
96,2004-12-10,33,-85,1183207,5430921,GEORGIA,13,Hail,C,285,TROUP,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,1.0,,,,,,,,,,,,The public reported quarter-sized hail.,PDS
97,2004-12-10,34,-84,1183207,5430922,GEORGIA,13,Hail,C,285,TROUP,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,,The public reported penny-sized hail.,PDS
98,2004-12-10,34,-84,1183207,5430923,GEORGIA,13,Hail,C,67,COBB,FFC,EST,0,0,0,0,,,GENERAL PUBLIC,0.88,,,,,,,,,,,,Several reports were received from the public of penny-sized hail in the Acworth and Kennesaw areas.  Nickel-sized hail was reported by the public in Marietta.,PDS
99,2004-12-10,34,-84,1183207,5430924,GEORGIA,13,Hail,C,123,GILMER,FFC,EST,0,0,0,0,,,GOVT OFFICIAL,0.75,,,,,,,,,,,,"The Gilmer County 911 Center and the public reported penny-sized hail.  The hail accumulated on some roadways in the area making them slick and hazardous, which resulted in at least one vehicle accident.",PDS
100,2004-10-03,31,-82,1182690,5430890,GEORGIA,13,Hail,C,39,CAMDEN,JAX,EST,0,0,0,0,,,STORM CHASER,0.75,,,,,,,,,,,,,PDS
